Date,Population_Data,Regression_Data,LSTM_Data
1900-01-01,10100.0,,
1900-02-01,10108.0,,
1900-03-01,9851.0,,
1900-04-01,10388.0,,
1900-05-01,9988.0,,
1900-06-01,10064.0,,
1900-07-01,9991.0,,
1900-08-01,10068.0,,
1900-09-01,9991.0,,
1900-10-01,10152.0,,
1900-11-01,9926.0,,
1900-12-01,10167.0,,
1901-01-01,10107.0,,
1901-02-01,9987.0,,
1901-03-01,9723.0,,
1901-04-01,10340.0,,
1901-05-01,10143.0,,
1901-06-01,10378.0,,
1901-07-01,10260.0,,
1901-08-01,9665.0,,
1901-09-01,10283.0,,
1901-10-01,10455.0,,
1901-11-01,10180.0,,
1901-12-01,9795.0,,
1902-01-01,10247.0,,
1902-02-01,10342.0,,
1902-03-01,9975.0,,
1902-04-01,10063.0,,
1902-05-01,10400.0,,
1902-06-01,10058.0,,
1902-07-01,10492.0,,
1902-08-01,10156.0,,
1902-09-01,10136.0,,
1902-10-01,9883.0,,
1902-11-01,9967.0,,
1902-12-01,10614.0,,
1903-01-01,10202.0,,
1903-02-01,9856.0,,
1903-03-01,10388.0,,
1903-04-01,9835.0,,
1903-05-01,10149.0,,
1903-06-01,10056.0,,
1903-07-01,10235.0,,
1903-08-01,10343.0,,
1903-09-01,9739.0,,
1903-10-01,9948.0,,
1903-11-01,10322.0,,
1903-12-01,10584.0,,
1904-01-01,9800.0,,
1904-02-01,10470.0,,
1904-03-01,9981.0,,
1904-04-01,10161.0,,
1904-05-01,9905.0,,
1904-06-01,10250.0,,
1904-07-01,10543.0,,
1904-08-01,10169.0,,
1904-09-01,10024.0,,
1904-10-01,9917.0,,
1904-11-01,10022.0,,
1904-12-01,10160.0,,
1905-01-01,10303.0,,
1905-02-01,9841.0,,
1905-03-01,9763.0,,
1905-04-01,10430.0,,
1905-05-01,10125.0,,
1905-06-01,10087.0,,
1905-07-01,10285.0,,
1905-08-01,10005.0,,
1905-09-01,9935.0,,
1905-10-01,9910.0,,
1905-11-01,9711.0,,
1905-12-01,9898.0,,
1906-01-01,10226.0,,
1906-02-01,10034.0,,
1906-03-01,9772.0,,
1906-04-01,9953.0,,
1906-05-01,9864.0,,
1906-06-01,9895.0,,
1906-07-01,9972.0,,
1906-08-01,10073.0,,
1906-09-01,10050.0,,
1906-10-01,9755.0,,
1906-11-01,10056.0,,
1906-12-01,9957.0,,
1907-01-01,10141.0,,
1907-02-01,10149.0,,
1907-03-01,10151.0,,
1907-04-01,10378.0,,
1907-05-01,10138.0,,
1907-06-01,10173.0,,
1907-07-01,10028.0,,
1907-08-01,10323.0,,
1907-09-01,10065.0,,
1907-10-01,9944.0,,
1907-11-01,10307.0,,
1907-12-01,10210.0,,
1908-01-01,10171.0,,
1908-02-01,10058.0,,
1908-03-01,10142.0,,
1908-04-01,10243.0,,
1908-05-01,10235.0,,
1908-06-01,10408.0,,
1908-07-01,9933.0,,
1908-08-01,10188.0,,
1908-09-01,10109.0,,
1908-10-01,9998.0,,
1908-11-01,10010.0,,
1908-12-01,10288.0,,
1909-01-01,9837.0,,
1909-02-01,10130.0,,
1909-03-01,10198.0,,
1909-04-01,10091.0,,
1909-05-01,10052.0,,
1909-06-01,10331.0,,
1909-07-01,9851.0,,
1909-08-01,9866.0,,
1909-09-01,10241.0,,
1909-10-01,10289.0,,
1909-11-01,9998.0,,
1909-12-01,10368.0,,
1910-01-01,9811.0,,
1910-02-01,9932.0,,
1910-03-01,9859.0,,
1910-04-01,10145.0,,
1910-05-01,10018.0,,
1910-06-01,10253.0,,
1910-07-01,10556.0,,
1910-08-01,10063.0,,
1910-09-01,9610.0,,
1910-10-01,9913.0,,
1910-11-01,9940.0,,
1910-12-01,9862.0,,
1911-01-01,10253.0,,
1911-02-01,10312.0,,
1911-03-01,10126.0,,
1911-04-01,9367.0,,
1911-05-01,10343.0,,
1911-06-01,9948.0,,
1911-07-01,10403.0,,
1911-08-01,10134.0,,
1911-09-01,10116.0,,
1911-10-01,10402.0,,
1911-11-01,10223.0,,
1911-12-01,10326.0,,
1912-01-01,9752.0,,
1912-02-01,10070.0,,
1912-03-01,10105.0,,
1912-04-01,10187.0,,
1912-05-01,10005.0,,
1912-06-01,10033.0,,
1912-07-01,10324.0,,
1912-08-01,9790.0,,
1912-09-01,10203.0,,
1912-10-01,10228.0,,
1912-11-01,10051.0,,
1912-12-01,9881.0,,
1913-01-01,9593.0,,
1913-02-01,10370.0,,
1913-03-01,10221.0,,
1913-04-01,9932.0,,
1913-05-01,10035.0,,
1913-06-01,9926.0,,
1913-07-01,9693.0,,
1913-08-01,9857.0,,
1913-09-01,10182.0,,
1913-10-01,9993.0,,
1913-11-01,10084.0,,
1913-12-01,10141.0,,
1914-01-01,9827.0,,
1914-02-01,9852.0,,
1914-03-01,10023.0,,
1914-04-01,10256.0,,
1914-05-01,9976.0,,
1914-06-01,9982.0,,
1914-07-01,10090.0,,
1914-08-01,9821.0,,
1914-09-01,9820.0,,
1914-10-01,9846.0,,
1914-11-01,10058.0,,
1914-12-01,10319.0,,
1915-01-01,9688.0,,
1915-02-01,9954.0,,
1915-03-01,10013.0,,
1915-04-01,9898.0,,
1915-05-01,10068.0,,
1915-06-01,9788.0,,
1915-07-01,10451.0,,
1915-08-01,9861.0,,
1915-09-01,10229.0,,
1915-10-01,9481.0,,
1915-11-01,9781.0,,
1915-12-01,10184.0,,
1916-01-01,10064.0,,
1916-02-01,9993.0,,
1916-03-01,10342.0,,
1916-04-01,9864.0,,
1916-05-01,9957.0,,
1916-06-01,10005.0,,
1916-07-01,10102.0,,
1916-08-01,10050.0,,
1916-09-01,10070.0,,
1916-10-01,9845.0,,
1916-11-01,10157.0,,
1916-12-01,10190.0,,
1917-01-01,9910.0,,
1917-02-01,9882.0,,
1917-03-01,10088.0,,
1917-04-01,10068.0,,
1917-05-01,9569.0,,
1917-06-01,9917.0,,
1917-07-01,10160.0,,
1917-08-01,9738.0,,
1917-09-01,10155.0,,
1917-10-01,9733.0,,
1917-11-01,9904.0,,
1917-12-01,10426.0,,
1918-01-01,9867.0,,
1918-02-01,9685.0,,
1918-03-01,9906.0,,
1918-04-01,10256.0,,
1918-05-01,10026.0,,
1918-06-01,9914.0,,
1918-07-01,9661.0,,
1918-08-01,9855.0,,
1918-09-01,10215.0,,
1918-10-01,10214.0,,
1918-11-01,9903.0,,
1918-12-01,9651.0,,
1919-01-01,9681.0,,
1919-02-01,10030.0,,
1919-03-01,9748.0,,
1919-04-01,9839.0,,
1919-05-01,9919.0,,
1919-06-01,9768.0,,
1919-07-01,9984.0,,
1919-08-01,9975.0,,
1919-09-01,9529.0,,
1919-10-01,9955.0,,
1919-11-01,9777.0,,
1919-12-01,9845.0,,
1920-01-01,9859.0,,
1920-02-01,9901.0,,
1920-03-01,9835.0,,
1920-04-01,10040.0,,
1920-05-01,10309.0,,
1920-06-01,10451.0,,
1920-07-01,9866.0,,
1920-08-01,9955.0,,
1920-09-01,10039.0,,
1920-10-01,9959.0,,
1920-11-01,10262.0,,
1920-12-01,9626.0,,
1921-01-01,10055.0,,
1921-02-01,9897.0,,
1921-03-01,9848.0,,
1921-04-01,9852.0,,
1921-05-01,10199.0,,
1921-06-01,9855.0,,
1921-07-01,10118.0,,
1921-08-01,10302.0,,
1921-09-01,9988.0,,
1921-10-01,10204.0,,
1921-11-01,10359.0,,
1921-12-01,9911.0,,
1922-01-01,9817.0,,
1922-02-01,10104.0,,
1922-03-01,9628.0,,
1922-04-01,9523.0,,
1922-05-01,9803.0,,
1922-06-01,10004.0,,
1922-07-01,10367.0,,
1922-08-01,9949.0,,
1922-09-01,9751.0,,
1922-10-01,9939.0,,
1922-11-01,10159.0,,
1922-12-01,9737.0,,
1923-01-01,10269.0,,
1923-02-01,10065.0,,
1923-03-01,9863.0,,
1923-04-01,9903.0,,
1923-05-01,9702.0,,
1923-06-01,9840.0,,
1923-07-01,10193.0,,
1923-08-01,9962.0,,
1923-09-01,9859.0,,
1923-10-01,9646.0,,
1923-11-01,9838.0,,
1923-12-01,9802.0,,
1924-01-01,9929.0,,
1924-02-01,9744.0,,
1924-03-01,9990.0,,
1924-04-01,10143.0,,
1924-05-01,9838.0,,
1924-06-01,10067.0,,
1924-07-01,9961.0,,
1924-08-01,9853.0,,
1924-09-01,9626.0,,
1924-10-01,9576.0,,
1924-11-01,9843.0,,
1924-12-01,9473.0,,
1925-01-01,9671.0,,
1925-02-01,9521.0,,
1925-03-01,9890.0,,
1925-04-01,9573.0,,
1925-05-01,9620.0,,
1925-06-01,10086.0,,
1925-07-01,9552.0,,
1925-08-01,9808.0,,
1925-09-01,9680.0,,
1925-10-01,9927.0,,
1925-11-01,9833.0,,
1925-12-01,9861.0,,
1926-01-01,9938.0,,
1926-02-01,9501.0,,
1926-03-01,9806.0,,
1926-04-01,9686.0,,
1926-05-01,9852.0,,
1926-06-01,9849.0,,
1926-07-01,9794.0,,
1926-08-01,9810.0,,
1926-09-01,10149.0,,
1926-10-01,9749.0,,
1926-11-01,9808.0,,
1926-12-01,9549.0,,
1927-01-01,9966.0,,
1927-02-01,9843.0,,
1927-03-01,10069.0,,
1927-04-01,9949.0,,
1927-05-01,9976.0,,
1927-06-01,9470.0,,
1927-07-01,9835.0,,
1927-08-01,9797.0,,
1927-09-01,9799.0,,
1927-10-01,9747.0,,
1927-11-01,9481.0,,
1927-12-01,9879.0,,
1928-01-01,9873.0,,
1928-02-01,9597.0,,
1928-03-01,9662.0,,
1928-04-01,9768.0,,
1928-05-01,9703.0,,
1928-06-01,9727.0,,
1928-07-01,10058.0,,
1928-08-01,9769.0,,
1928-09-01,9623.0,,
1928-10-01,9863.0,,
1928-11-01,9600.0,,
1928-12-01,9874.0,,
1929-01-01,9849.0,,
1929-02-01,9703.0,,
1929-03-01,9675.0,,
1929-04-01,9656.0,,
1929-05-01,9998.0,,
1929-06-01,9607.0,,
1929-07-01,9791.0,,
1929-08-01,9804.0,,
1929-09-01,10031.0,,
1929-10-01,9953.0,,
1929-11-01,9741.0,,
1929-12-01,9587.0,,
1930-01-01,9569.0,,
1930-02-01,9746.0,,
1930-03-01,9753.0,,
1930-04-01,9874.0,,
1930-05-01,9785.0,,
1930-06-01,9614.0,,
1930-07-01,9871.0,,
1930-08-01,9677.0,,
1930-09-01,9680.0,,
1930-10-01,9524.0,,
1930-11-01,9779.0,,
1930-12-01,9607.0,,
1931-01-01,9518.0,,
1931-02-01,9733.0,,
1931-03-01,9688.0,,
1931-04-01,9720.0,,
1931-05-01,9914.0,,
1931-06-01,9628.0,,
1931-07-01,9625.0,,
1931-08-01,9755.0,,
1931-09-01,10036.0,,
1931-10-01,9795.0,,
1931-11-01,9865.0,,
1931-12-01,9599.0,,
1932-01-01,9558.0,,
1932-02-01,9799.0,,
1932-03-01,9525.0,,
1932-04-01,9528.0,,
1932-05-01,9939.0,,
1932-06-01,9698.0,,
1932-07-01,9502.0,,
1932-08-01,9727.0,,
1932-09-01,9629.0,,
1932-10-01,9653.0,,
1932-11-01,9820.0,,
1932-12-01,9824.0,,
1933-01-01,9958.0,,
1933-02-01,9790.0,,
1933-03-01,9591.0,,
1933-04-01,9524.0,,
1933-05-01,9782.0,,
1933-06-01,9573.0,,
1933-07-01,10002.0,,
1933-08-01,9748.0,,
1933-09-01,9586.0,,
1933-10-01,9186.0,,
1933-11-01,9996.0,,
1933-12-01,9606.0,,
1934-01-01,9402.0,,
1934-02-01,9969.0,,
1934-03-01,9339.0,,
1934-04-01,9453.0,,
1934-05-01,9751.0,,
1934-06-01,9466.0,,
1934-07-01,9695.0,,
1934-08-01,9623.0,,
1934-09-01,9460.0,,
1934-10-01,9817.0,,
1934-11-01,9980.0,,
1934-12-01,9657.0,,
1935-01-01,9706.0,,
1935-02-01,9355.0,,
1935-03-01,9566.0,,
1935-04-01,9496.0,,
1935-05-01,9871.0,,
1935-06-01,9770.0,,
1935-07-01,9530.0,,
1935-08-01,9513.0,,
1935-09-01,9937.0,,
1935-10-01,9375.0,,
1935-11-01,9443.0,,
1935-12-01,9425.0,,
1936-01-01,9616.0,,
1936-02-01,9686.0,,
1936-03-01,9832.0,,
1936-04-01,9404.0,,
1936-05-01,9569.0,,
1936-06-01,9737.0,,
1936-07-01,9328.0,,
1936-08-01,9602.0,,
1936-09-01,9692.0,,
1936-10-01,9661.0,,
1936-11-01,9908.0,,
1936-12-01,9402.0,,
1937-01-01,9425.0,,
1937-02-01,9327.0,,
1937-03-01,9415.0,,
1937-04-01,9883.0,,
1937-05-01,9565.0,,
1937-06-01,9489.0,,
1937-07-01,9888.0,,
1937-08-01,9290.0,,
1937-09-01,9413.0,,
1937-10-01,9484.0,,
1937-11-01,9666.0,,
1937-12-01,9577.0,,
1938-01-01,9628.0,,
1938-02-01,9758.0,,
1938-03-01,9697.0,,
1938-04-01,9369.0,,
1938-05-01,9186.0,,
1938-06-01,9301.0,,
1938-07-01,9603.0,,
1938-08-01,9225.0,,
1938-09-01,9095.0,,
1938-10-01,9223.0,,
1938-11-01,9152.0,,
1938-12-01,9482.0,,
1939-01-01,9474.0,,
1939-02-01,9497.0,,
1939-03-01,9348.0,,
1939-04-01,9535.0,,
1939-05-01,9451.0,,
1939-06-01,9631.0,,
1939-07-01,9323.0,,
1939-08-01,9411.0,,
1939-09-01,9238.0,,
1939-10-01,9489.0,,
1939-11-01,9407.0,,
1939-12-01,9401.0,,
1940-01-01,9543.0,,
1940-02-01,9501.0,,
1940-03-01,9554.0,,
1940-04-01,9427.0,,
1940-05-01,9382.0,,
1940-06-01,8962.0,,
1940-07-01,9432.0,,
1940-08-01,8701.0,,
1940-09-01,9417.0,,
1940-10-01,9386.0,,
1940-11-01,9162.0,,
1940-12-01,9172.0,,
1941-01-01,9506.0,,
1941-02-01,9291.0,,
1941-03-01,9385.0,,
1941-04-01,9114.0,,
1941-05-01,9457.0,,
1941-06-01,9818.0,,
1941-07-01,9067.0,,
1941-08-01,9680.0,,
1941-09-01,9124.0,,
1941-10-01,9365.0,,
1941-11-01,9165.0,,
1941-12-01,9272.0,,
1942-01-01,9056.0,,
1942-02-01,9347.0,,
1942-03-01,9637.0,,
1942-04-01,9381.0,,
1942-05-01,9435.0,,
